name,cr,type,initiative,armor_class,hit_points,document__title,page_no,link
Pech Stonemaster,4.0,Elemental,0,16,65,Creature Codex,295,http://slyflourish.com/5e_monsters/monsters_html/pech-stonemaster.html
Peluda Drake,3.0,Dragon,2,15,68,Creature Codex,130,http://slyflourish.com/5e_monsters/monsters_html/peluda-drake.html
Phantom,1.0,Undead,1,11,22,Creature Codex,296,http://slyflourish.com/5e_monsters/monsters_html/phantom.html
Philosopher's Ghost,4.0,Ooze,4,13,77,Creature Codex,297,http://slyflourish.com/5e_monsters/monsters_html/philosophers-ghost.html
Piasa,6.0,Dragon,0,15,144,Creature Codex,298,http://slyflourish.com/5e_monsters/monsters_html/piasa.html
Pillar of the Lost Magocracy,4.0,Construct,-4,14,90,Creature Codex,299,http://slyflourish.com/5e_monsters/monsters_html/pillar-of-the-lost-magocracy.html
Pishacha,3.0,Fiend,2,13,55,Creature Codex,88,http://slyflourish.com/5e_monsters/monsters_html/pishacha.html
Pixiu,6.0,Monstrosity,2,15,112,Creature Codex,300,http://slyflourish.com/5e_monsters/monsters_html/pixiu.html
Plaresh,3.0,Fiend,4,15,30,Creature Codex,89,http://slyflourish.com/5e_monsters/monsters_html/plaresh.html
Preta,3.0,Undead,2,13,75,Creature Codex,411,http://slyflourish.com/5e_monsters/monsters_html/preta.html
Purple Slime,3.0,Ooze,-1,7,76,Creature Codex,307,http://slyflourish.com/5e_monsters/monsters_html/purple-slime.html
Quickstep,5.0,Fey,4,16,49,Creature Codex,308,http://slyflourish.com/5e_monsters/monsters_html/quickstep.html
Quiet Soul,6.0,Undead,0,15,90,Creature Codex,309,http://slyflourish.com/5e_monsters/monsters_html/quiet-soul.html
Rageipede,2.0,Beast,2,15,55,Creature Codex,310,http://slyflourish.com/5e_monsters/monsters_html/rageipede.html
Ramag Portal Master,5.0,Humanoid,2,12,71,Creature Codex,313,http://slyflourish.com/5e_monsters/monsters_html/ramag-portal-master.html
Ratatosk Warlord,5.0,Celestial,4,16,77,Creature Codex,314,http://slyflourish.com/5e_monsters/monsters_html/ratatosk-warlord.html
Ratfolk Mercenary,2.0,Humanoid,4,15,45,Creature Codex,315,http://slyflourish.com/5e_monsters/monsters_html/ratfolk-mercenary.html
Ratfolk Warlock,1.0,Humanoid,3,13,27,Creature Codex,314,http://slyflourish.com/5e_monsters/monsters_html/ratfolk-warlock.html
Rattok,4.0,Fiend,3,14,66,Creature Codex,90,http://slyflourish.com/5e_monsters/monsters_html/rattok.html
Razorleaf,5.0,Plant,1,14,112,Creature Codex,317,http://slyflourish.com/5e_monsters/monsters_html/razorleaf.html
Rimewing,0.25,Beast,2,12,22,Creature Codex,178,http://slyflourish.com/5e_monsters/monsters_html/rimewing.html
Ring Servant,8.0,Construct,0,15,114,Creature Codex,318,http://slyflourish.com/5e_monsters/monsters_html/ring-servant.html
Roachling Scout,2.0,Humanoid,4,14,63,Creature Codex,319,http://slyflourish.com/5e_monsters/monsters_html/roachling-scout.html
Roggenwolf,2.0,Monstrosity,3,13,60,Creature Codex,320,http://slyflourish.com/5e_monsters/monsters_html/roggenwolf.html
Ruby Ooze,6.0,Ooze,-1,9,93,Creature Codex,286,http://slyflourish.com/5e_monsters/monsters_html/ruby-ooze.html
Sammael,7.0,Celestial,0,16,104,Creature Codex,19,http://slyflourish.com/5e_monsters/monsters_html/sammael.html
Scitalis,2.0,Monstrosity,1,13,58,Creature Codex,321,http://slyflourish.com/5e_monsters/monsters_html/scitalis.html
Sentinel in Darkness,7.0,Construct,0,13,127,Creature Codex,323,http://slyflourish.com/5e_monsters/monsters_html/sentinel-in-darkness.html
Serpentfolk of Yig,1.0,Humanoid,2,12,40,Creature Codex,324,http://slyflourish.com/5e_monsters/monsters_html/serpentfolk-of-yig.html
Serpentine Lamia,1.0,Monstrosity,2,13,36,Creature Codex,249,http://slyflourish.com/5e_monsters/monsters_html/serpentine-lamia.html
Servant of the Vine,6.0,Humanoid,2,16,72,Creature Codex,144,http://slyflourish.com/5e_monsters/monsters_html/servant-of-the-vine.html
Servant of Yig,4.0,Aberration,2,12,90,Creature Codex,325,http://slyflourish.com/5e_monsters/monsters_html/servant-of-yig.html
Shadow Blight,1.0,Plant,2,13,65,Creature Codex,326,http://slyflourish.com/5e_monsters/monsters_html/shadow-blight.html
Shadow Fey Ambassador,9.0,Humanoid,4,16,161,Creature Codex,145,http://slyflourish.com/5e_monsters/monsters_html/shadow-fey-ambassador.html
Shadow Fey Poisoner,11.0,Humanoid,4,16,112,Creature Codex,148,http://slyflourish.com/5e_monsters/monsters_html/shadow-fey-poisoner.html
Shadow Goblin,0.5,Humanoid,3,13,13,Creature Codex,326,http://slyflourish.com/5e_monsters/monsters_html/shadow-goblin.html
Shadow Ooze,3.0,Ooze,-2,8,76,Creature Codex,287,http://slyflourish.com/5e_monsters/monsters_html/shadow-ooze.html
Shadow River Lord,9.0,Undead,4,16,135,Creature Codex,327,http://slyflourish.com/5e_monsters/monsters_html/shadow-river-lord.html
Shadow Skeleton,2.0,Undead,3,13,52,Creature Codex,326,http://slyflourish.com/5e_monsters/monsters_html/shadow-skeleton.html
Shantak,5.0,Monstrosity,1,16,123,Creature Codex,328,http://slyflourish.com/5e_monsters/monsters_html/shantak.html
Shard Swarm,0.5,Construct,2,13,22,Creature Codex,329,http://slyflourish.com/5e_monsters/monsters_html/shard-swarm.html
Shockwing,1.0,Beast,2,12,27,Creature Codex,179,http://slyflourish.com/5e_monsters/monsters_html/shockwing.html
Shoreline Scrapper,4.0,Beast,1,16,93,Creature Codex,43,http://slyflourish.com/5e_monsters/monsters_html/shoreline-scrapper.html
Sigilian,2.0,Construct,4,14,65,Creature Codex,335,http://slyflourish.com/5e_monsters/monsters_html/sigilian.html
Simhamukha,8.0,Celestial,2,16,115,Creature Codex,70,http://slyflourish.com/5e_monsters/monsters_html/simhamukha.html
Simurg,5.0,Celestial,0,15,108,Creature Codex,339,http://slyflourish.com/5e_monsters/monsters_html/simurg.html
Skull Drake,3.0,Dragon,4,15,75,Creature Codex,343,http://slyflourish.com/5e_monsters/monsters_html/skull-drake.html
Skull Lantern,0.25,Undead,3,13,14,Creature Codex,343,http://slyflourish.com/5e_monsters/monsters_html/skull-lantern.html
Sleipnir,5.0,Monstrosity,1,15,105,Creature Codex,344,http://slyflourish.com/5e_monsters/monsters_html/sleipnir.html
Snow Cat,0.25,Beast,2,12,13,Creature Codex,346,http://slyflourish.com/5e_monsters/monsters_html/snow-cat.html
Snow Hag,3.0,Fey,1,17,82,Creature Codex,346,http://slyflourish.com/5e_monsters/monsters_html/snow-hag.html
Song Angel,6.0,Celestial,3,15,76,Creature Codex,320,http://slyflourish.com/5e_monsters/monsters_html/song-angel.html
Sootwing,0.25,Beast,1,11,13,Creature Codex,179,http://slyflourish.com/5e_monsters/monsters_html/sootwing.html
Sooze,0.5,Aberration,0,12,49,Creature Codex,287,http://slyflourish.com/5e_monsters/monsters_html/sooze.html
Spawn of Chernobog,4.0,Fiend,1,14,95,Creature Codex,347,http://slyflourish.com/5e_monsters/monsters_html/spawn-of-chernobog.html
Speaker to the Darkness,5.0,Humanoid,3,16,135,Creature Codex,96,http://slyflourish.com/5e_monsters/monsters_html/speaker-to-the-darkness.html
Spider Drake,9.0,Dragon,2,18,136,Creature Codex,348,http://slyflourish.com/5e_monsters/monsters_html/spider-drake.html
Spirit Lamp,7.0,Undead,4,17,82,Creature Codex,349,http://slyflourish.com/5e_monsters/monsters_html/spirit-lamp.html
Spree,5.0,Fiend,4,15,84,Creature Codex,91,http://slyflourish.com/5e_monsters/monsters_html/spree.html
Storm Lord,13.0,Elemental,4,17,161,Creature Codex,139,http://slyflourish.com/5e_monsters/monsters_html/storm-lord.html
Storm Spirit,0.5,Elemental,2,14,22,Creature Codex,350,http://slyflourish.com/5e_monsters/monsters_html/storm-spirit.html
Sunset Raptor,1.0,Monstrosity,2,13,32,Creature Codex,351,http://slyflourish.com/5e_monsters/monsters_html/sunset-raptor.html
Suppurating Ooze,1.0,Ooze,-2,8,30,Creature Codex,288,http://slyflourish.com/5e_monsters/monsters_html/suppurating-ooze.html
Swolbold,3.0,Humanoid,0,14,65,Creature Codex,240,http://slyflourish.com/5e_monsters/monsters_html/swolbold.html
Tar Ghoul,4.0,Undead,4,13,66,Creature Codex,176,http://slyflourish.com/5e_monsters/monsters_html/tar-ghoul.html
Terror Bird,2.0,Beast,1,12,65,Creature Codex,352,http://slyflourish.com/5e_monsters/monsters_html/terror-bird.html
The Barbed,1.0,Humanoid,3,13,44,Creature Codex,406,http://slyflourish.com/5e_monsters/monsters_html/the-barbed.html
Thorned Sulfurlord,11.0,Fiend,2,17,171,Creature Codex,306,http://slyflourish.com/5e_monsters/monsters_html/thorned-sulfurlord.html
Thread-Bound Constrictor Snake,3.0,Construct,2,12,60,Creature Codex,353,http://slyflourish.com/5e_monsters/monsters_html/thread-bound-constrictor-snake.html
Three-Headed Clockwork Dragon,14.0,Construct,0,18,275,Creature Codex,111,http://slyflourish.com/5e_monsters/monsters_html/three-headed-clockwork-dragon.html
Three-Headed Cobra,5.0,Monstrosity,4,16,127,Creature Codex,354,http://slyflourish.com/5e_monsters/monsters_html/three-headed-cobra.html
Tosculi Jeweled Drone,4.0,Humanoid,4,15,90,Creature Codex,355,http://slyflourish.com/5e_monsters/monsters_html/tosculi-jeweled-drone.html
Trollkin Shaman,4.0,Humanoid,2,14,78,Creature Codex,357,http://slyflourish.com/5e_monsters/monsters_html/trollkin-shaman.html
Trollking Grunt,2.0,Humanoid,2,14,45,Creature Codex,357,http://slyflourish.com/5e_monsters/monsters_html/trollking-grunt.html
Tulpa,4.0,Undead,3,13,39,Creature Codex,358,http://slyflourish.com/5e_monsters/monsters_html/tulpa.html
Tusked Crimson Ogre,5.0,Giant,-1,14,93,Creature Codex,279,http://slyflourish.com/5e_monsters/monsters_html/tusked-crimson-ogre.html
Tveirherjar,7.0,Undead,1,18,102,Creature Codex,359,http://slyflourish.com/5e_monsters/monsters_html/tveirherjar.html
Two-Headed Eagle,7.0,Monstrosity,6,15,142,Creature Codex,360,http://slyflourish.com/5e_monsters/monsters_html/two-headed-eagle.html
Undead Phoenix,12.0,Undead,2,17,142,Creature Codex,361,http://slyflourish.com/5e_monsters/monsters_html/undead-phoenix.html
Unhatched,4.0,Undead,2,14,71,Creature Codex,363,http://slyflourish.com/5e_monsters/monsters_html/unhatched.html
Ursa Polaris,7.0,Monstrosity,1,15,133,Creature Codex,364,http://slyflourish.com/5e_monsters/monsters_html/ursa-polaris.html
Vampire Patrician,10.0,Undead,4,16,119,Creature Codex,365,http://slyflourish.com/5e_monsters/monsters_html/vampire-patrician.html
Vampire Priestess,8.0,Undead,1,16,105,Creature Codex,367,http://slyflourish.com/5e_monsters/monsters_html/vampire-priestess.html
Vampiric Knight,11.0,Undead,2,20,127,Creature Codex,369,http://slyflourish.com/5e_monsters/monsters_html/vampiric-knight.html
Vanara,2.0,Humanoid,3,13,55,Creature Codex,235,http://slyflourish.com/5e_monsters/monsters_html/vanara.html
Vellso,7.0,Fiend,2,15,120,Creature Codex,92,http://slyflourish.com/5e_monsters/monsters_html/vellso.html
Venom Elemental,4.0,Elemental,2,14,93,Creature Codex,138,http://slyflourish.com/5e_monsters/monsters_html/venom-elemental.html
Venom Maw Hydra,12.0,Monstrosity,4,15,231,Creature Codex,370,http://slyflourish.com/5e_monsters/monsters_html/venom-maw-hydra.html
Vines of Nemthyr,8.0,Plant,1,15,133,Creature Codex,371,http://slyflourish.com/5e_monsters/monsters_html/vines-of-nemthyr.html
Void Giant,11.0,Giant,0,14,210,Creature Codex,187,http://slyflourish.com/5e_monsters/monsters_html/void-giant.html
War Machine Golem,18.0,Construct,-1,18,232,Creature Codex,205,http://slyflourish.com/5e_monsters/monsters_html/war-machine-golem.html
War Wyvern,7.0,Dragon,1,15,119,Creature Codex,386,http://slyflourish.com/5e_monsters/monsters_html/war-wyvern.html
Warlock's Trumpetbloom,7.0,Plant,0,15,152,Creature Codex,372,http://slyflourish.com/5e_monsters/monsters_html/warlocks-trumpetbloom.html
Wasteland Dragon Wyrmling,3.0,Dragon,0,17,60,Creature Codex,118,http://slyflourish.com/5e_monsters/monsters_html/wasteland-dragon-wyrmling.html
Water Horse,4.0,Fey,2,12,77,Creature Codex,373,http://slyflourish.com/5e_monsters/monsters_html/water-horse.html
Weirding Scroll,0.5,Construct,0,10,27,Creature Codex,376,http://slyflourish.com/5e_monsters/monsters_html/weirding-scroll.html
Wendigo,11.0,Monstrosity,4,16,150,Creature Codex,377,http://slyflourish.com/5e_monsters/monsters_html/wendigo.html
Werebat,3.0,Humanoid,3,13,66,Creature Codex,258,http://slyflourish.com/5e_monsters/monsters_html/werebat.html
Werehyena,3.0,Humanoid,3,13,58,Creature Codex,259,http://slyflourish.com/5e_monsters/monsters_html/werehyena.html
Whisperer in Darkness,15.0,Aberration,4,17,142,Creature Codex,378,http://slyflourish.com/5e_monsters/monsters_html/whisperer-in-darkness.html
White Stag,2.0,Celestial,2,13,45,Creature Codex,379,http://slyflourish.com/5e_monsters/monsters_html/white-stag.html
Wickerman,9.0,Construct,-1,8,138,Creature Codex,380,http://slyflourish.com/5e_monsters/monsters_html/wickerman.html
Wind Demon,2.0,Fiend,4,15,28,Creature Codex,381,http://slyflourish.com/5e_monsters/monsters_html/wind-demon.html
Wind Eater,2.0,Undead,4,14,65,Creature Codex,381,http://slyflourish.com/5e_monsters/monsters_html/wind-eater.html
Wind Weasel,2.0,Fey,3,13,52,Creature Codex,381,http://slyflourish.com/5e_monsters/monsters_html/wind-weasel.html
Wind's Harp,4.0,Fiend,2,12,63,Creature Codex,105,http://slyflourish.com/5e_monsters/monsters_html/winds-harp.html
Wirbeln Fungi,1.0,Plant,3,13,16,Creature Codex,166,http://slyflourish.com/5e_monsters/monsters_html/wirbeln-fungi.html
Witch Queen,5.0,Humanoid,3,15,77,Creature Codex,97,http://slyflourish.com/5e_monsters/monsters_html/witch-queen.html
Wizard Kobold,5.0,Humanoid,2,12,58,Creature Codex,376,http://slyflourish.com/5e_monsters/monsters_html/wizard-kobold.html
Wolpertinger,0.25,Monstrosity,3,13,9,Creature Codex,382,http://slyflourish.com/5e_monsters/monsters_html/wolpertinger.html
Wood Golem,3.0,Construct,0,14,52,Creature Codex,201,http://slyflourish.com/5e_monsters/monsters_html/wood-golem.html
Woodwose,0.5,Humanoid,1,13,27,Creature Codex,383,http://slyflourish.com/5e_monsters/monsters_html/woodwose.html
Wyvern Knight,5.0,Humanoid,0,20,102,Creature Codex,385,http://slyflourish.com/5e_monsters/monsters_html/wyvern-knight.html
Xenabsorber,3.0,Aberration,1,15,65,Creature Codex,387,http://slyflourish.com/5e_monsters/monsters_html/xenabsorber.html
Xiphus,5.0,Fey,6,15,55,Creature Codex,388,http://slyflourish.com/5e_monsters/monsters_html/xiphus.html
Yaga Goo,5.0,Ooze,4,14,85,Creature Codex,389,http://slyflourish.com/5e_monsters/monsters_html/yaga-goo.html
Yakirian,2.0,Humanoid,0,13,67,Creature Codex,390,http://slyflourish.com/5e_monsters/monsters_html/yakirian.html
Yann-An-Oed,2.0,Aberration,0,12,47,Creature Codex,391,http://slyflourish.com/5e_monsters/monsters_html/yann-an-oed.html
Yek,4.0,Fiend,3,16,77,Creature Codex,0,http://slyflourish.com/5e_monsters/monsters_html/yek.html
Young Light Dragon,7.0,Dragon,0,15,142,Creature Codex,170,http://slyflourish.com/5e_monsters/monsters_html/young-light-dragon.html
Young Wasteland Dragon,9.0,Dragon,0,18,178,Creature Codex,118,http://slyflourish.com/5e_monsters/monsters_html/young-wasteland-dragon.html
Ziphius,8.0,Aberration,2,16,135,Creature Codex,392,http://slyflourish.com/5e_monsters/monsters_html/ziphius.html
Zoog,0.0,Aberration,3,13,3,Creature Codex,396,http://slyflourish.com/5e_monsters/monsters_html/zoog.html
Zoryas,8.0,Celestial,0,14,104,Creature Codex,21,http://slyflourish.com/5e_monsters/monsters_html/zoryas.html
Aboleth,11.0,Aberration,1,17,171,A5e Monstrous Menagerie,16,http://slyflourish.com/5e_monsters/monsters_html/aboleth-a5e.html
Aboleth Thrall,2.0,Humanoid,2,12,45,A5e Monstrous Menagerie,17,http://slyflourish.com/5e_monsters/monsters_html/aboleth-thrall-a5e.html
Abominable Snowman,4.0,Monstrosity,1,12,136,A5e Monstrous Menagerie,433,http://slyflourish.com/5e_monsters/monsters_html/abominable-snowman-a5e.html
Accursed Guardian Naga,12.0,Monstrosity,4,18,136,A5e Monstrous Menagerie,343,http://slyflourish.com/5e_monsters/monsters_html/accursed-guardian-naga-a5e.html
Accursed Spirit Naga,8.0,Monstrosity,3,16,85,A5e Monstrous Menagerie,343,http://slyflourish.com/5e_monsters/monsters_html/accursed-spirit-naga-a5e.html
Acolyte,0.25,Humanoid,0,10,11,A5e Monstrous Menagerie,486,http://slyflourish.com/5e_monsters/monsters_html/acolyte-a5e.html
Adult Amethyst Dragon,17.0,Dragon,5,18,220,A5e Monstrous Menagerie,141,http://slyflourish.com/5e_monsters/monsters_html/adult-amethyst-dragon-a5e.html
Adult Black Dragon,17.0,Dragon,2,19,253,A5e Monstrous Menagerie,102,http://slyflourish.com/5e_monsters/monsters_html/adult-black-dragon-a5e.html
Adult Black Dragon Lich,17.0,Undead,2,19,253,A5e Monstrous Menagerie,96,http://slyflourish.com/5e_monsters/monsters_html/adult-black-dragon-lich-a5e.html
Adult Blue Dragon,19.0,Dragon,0,19,275,A5e Monstrous Menagerie,107,http://slyflourish.com/5e_monsters/monsters_html/adult-blue-dragon-a5e.html
Adult Brass Dragon,16.0,Dragon,0,18,161,A5e Monstrous Menagerie,156,http://slyflourish.com/5e_monsters/monsters_html/adult-brass-dragon-a5e.html
Adult Bronze Dragon,18.0,Dragon,0,18,287,A5e Monstrous Menagerie,161,http://slyflourish.com/5e_monsters/monsters_html/adult-bronze-dragon-a5e.html
Adult Copper Dragon,17.0,Dragon,1,18,253,A5e Monstrous Menagerie,166,http://slyflourish.com/5e_monsters/monsters_html/adult-copper-dragon-a5e.html
Adult Earth Dragon,18.0,Dragon,2,19,287,A5e Monstrous Menagerie,127,http://slyflourish.com/5e_monsters/monsters_html/adult-earth-dragon-a5e.html
Adult Emerald Dragon,17.0,Dragon,6,18,241,A5e Monstrous Menagerie,146,http://slyflourish.com/5e_monsters/monsters_html/adult-emerald-dragon-a5e.html
Adult Gold Dragon,20.0,Dragon,2,19,324,A5e Monstrous Menagerie,172,http://slyflourish.com/5e_monsters/monsters_html/adult-gold-dragon-a5e.html
Adult Green Dragon,18.0,Dragon,1,18,287,A5e Monstrous Menagerie,113,http://slyflourish.com/5e_monsters/monsters_html/adult-green-dragon-a5e.html
Adult Red Dragon,20.0,Dragon,0,19,310,A5e Monstrous Menagerie,118,http://slyflourish.com/5e_monsters/monsters_html/adult-red-dragon-a5e.html
Adult River Dragon,17.0,Dragon,5,18,252,A5e Monstrous Menagerie,132,http://slyflourish.com/5e_monsters/monsters_html/adult-river-dragon-a5e.html
Adult Sapphire Dragon,19.0,Dragon,6,19,304,A5e Monstrous Menagerie,150,http://slyflourish.com/5e_monsters/monsters_html/adult-sapphire-dragon-a5e.html
Adult Shadow Dragon,19.0,Dragon,2,18,212,A5e Monstrous Menagerie,136,http://slyflourish.com/5e_monsters/monsters_html/adult-shadow-dragon-a5e.html
Adult Silver Dragon,19.0,Dragon,2,19,283,A5e Monstrous Menagerie,178,http://slyflourish.com/5e_monsters/monsters_html/adult-silver-dragon-a5e.html
Adult White Dragon,16.0,Dragon,1,18,250,A5e Monstrous Menagerie,122,http://slyflourish.com/5e_monsters/monsters_html/adult-white-dragon-a5e.html
Air Elemental,5.0,Elemental,4,14,90,A5e Monstrous Menagerie,191,http://slyflourish.com/5e_monsters/monsters_html/air-elemental-a5e.html
Aklea,22.0,Celestial,7,21,656,A5e Monstrous Menagerie,405,http://slyflourish.com/5e_monsters/monsters_html/aklea-a5e.html
Alchemist,6.0,Humanoid,3,14,91,A5e Monstrous Menagerie,466,http://slyflourish.com/5e_monsters/monsters_html/alchemist-a5e.html
Allosaurus,3.0,Beast,4,15,57,A5e Monstrous Menagerie,89,http://slyflourish.com/5e_monsters/monsters_html/allosaurus-a5e.html
Alpha Werewolf,6.0,Humanoid,2,12,104,A5e Monstrous Menagerie,315,http://slyflourish.com/5e_monsters/monsters_html/alpha-werewolf-a5e.html
Amethyst Dragon Wyrmling,2.0,Dragon,2,16,45,A5e Monstrous Menagerie,142,http://slyflourish.com/5e_monsters/monsters_html/amethyst-dragon-wyrmling-a5e.html
Ancient Aboleth,11.0,Aberration,1,17,342,A5e Monstrous Menagerie,17,http://slyflourish.com/5e_monsters/monsters_html/ancient-aboleth-a5e.html
Ancient Amethyst Dragon,23.0,Dragon,7,20,313,A5e Monstrous Menagerie,140,http://slyflourish.com/5e_monsters/monsters_html/ancient-amethyst-dragon-a5e.html
Ancient Black Dragon,23.0,Dragon,2,22,367,A5e Monstrous Menagerie,100,http://slyflourish.com/5e_monsters/monsters_html/ancient-black-dragon-a5e.html
Ancient Blue Dragon,25.0,Dragon,0,22,407,A5e Monstrous Menagerie,106,http://slyflourish.com/5e_monsters/monsters_html/ancient-blue-dragon-a5e.html
Ancient Brass Dragon,22.0,Dragon,0,20,367,A5e Monstrous Menagerie,154,http://slyflourish.com/5e_monsters/monsters_html/ancient-brass-dragon-a5e.html
Ancient Bronze Dragon,24.0,Dragon,0,21,425,A5e Monstrous Menagerie,160,http://slyflourish.com/5e_monsters/monsters_html/ancient-bronze-dragon-a5e.html
Ancient Copper Dragon,23.0,Dragon,1,21,367,A5e Monstrous Menagerie,164,http://slyflourish.com/5e_monsters/monsters_html/ancient-copper-dragon-a5e.html
Ancient Earth Dragon,24.0,Dragon,2,22,425,A5e Monstrous Menagerie,126,http://slyflourish.com/5e_monsters/monsters_html/ancient-earth-dragon-a5e.html
Ancient Emerald Dragon,24.0,Dragon,8,20,346,A5e Monstrous Menagerie,144,http://slyflourish.com/5e_monsters/monsters_html/ancient-emerald-dragon-a5e.html
Ancient Gold Dragon,26.0,Dragon,2,22,487,A5e Monstrous Menagerie,170,http://slyflourish.com/5e_monsters/monsters_html/ancient-gold-dragon-a5e.html
Ancient Green Dragon,24.0,Dragon,1,21,420,A5e Monstrous Menagerie,111,http://slyflourish.com/5e_monsters/monsters_html/ancient-green-dragon-a5e.html
Ancient Red Dragon,26.0,Dragon,0,22,448,A5e Monstrous Menagerie,116,http://slyflourish.com/5e_monsters/monsters_html/ancient-red-dragon-a5e.html
Ancient River Dragon,23.0,Dragon,7,20,372,A5e Monstrous Menagerie,131,http://slyflourish.com/5e_monsters/monsters_html/ancient-river-dragon-a5e.html
Ancient Sapphire Dragon,25.0,Dragon,7,21,429,A5e Monstrous Menagerie,149,http://slyflourish.com/5e_monsters/monsters_html/ancient-sapphire-dragon-a5e.html
Ancient Shadow Dragon,24.0,Dragon,3,21,296,A5e Monstrous Menagerie,134,http://slyflourish.com/5e_monsters/monsters_html/ancient-shadow-dragon-a5e.html
Ancient Silver Dragon,25.0,Dragon,2,22,429,A5e Monstrous Menagerie,176,http://slyflourish.com/5e_monsters/monsters_html/ancient-silver-dragon-a5e.html
Ancient White Dragon,22.0,Dragon,1,20,370,A5e Monstrous Menagerie,121,http://slyflourish.com/5e_monsters/monsters_html/ancient-white-dragon-a5e.html
Animated Armor,1.0,Construct,0,18,31,A5e Monstrous Menagerie,23,http://slyflourish.com/5e_monsters/monsters_html/animated-armor-a5e.html
Ankheg,2.0,Monstrosity,0,14,45,A5e Monstrous Menagerie,26,http://slyflourish.com/5e_monsters/monsters_html/ankheg-a5e.html
Ankheg Queen,3.0,Monstrosity,0,14,59,A5e Monstrous Menagerie,26,http://slyflourish.com/5e_monsters/monsters_html/ankheg-queen-a5e.html
Ankheg Spawn,0.25,Monstrosity,1,13,11,A5e Monstrous Menagerie,26,http://slyflourish.com/5e_monsters/monsters_html/ankheg-spawn-a5e.html
Ankylosaurus,3.0,Beast,0,16,63,A5e Monstrous Menagerie,90,http://slyflourish.com/5e_monsters/monsters_html/ankylosaurus-a5e.html
Ape,0.5,Beast,2,12,19,A5e Monstrous Menagerie,438,http://slyflourish.com/5e_monsters/monsters_html/ape-a5e.html
Apprentice Mage,0.5,Humanoid,0,10,11,A5e Monstrous Menagerie,478,http://slyflourish.com/5e_monsters/monsters_html/apprentice-mage-a5e.html
Arcane Blademaster,19.0,Humanoid,1,20,256,A5e Monstrous Menagerie,479,http://slyflourish.com/5e_monsters/monsters_html/arcane-blademaster-a5e.html
Archfey,12.0,Fey,5,16,330,A5e Monstrous Menagerie,200,http://slyflourish.com/5e_monsters/monsters_html/archfey-a5e.html
Archmage,11.0,Humanoid,2,12,117,A5e Monstrous Menagerie,480,http://slyflourish.com/5e_monsters/monsters_html/archmage-a5e.html
Archpriest,16.0,Humanoid,0,20,150,A5e Monstrous Menagerie,487,http://slyflourish.com/5e_monsters/monsters_html/archpriest-a5e.html
Ascetic Grandmaster,14.0,Humanoid,5,20,172,A5e Monstrous Menagerie,465,http://slyflourish.com/5e_monsters/monsters_html/ascetic-grandmaster-a5e.html
Assassin,7.0,Humanoid,3,16,97,A5e Monstrous Menagerie,467,http://slyflourish.com/5e_monsters/monsters_html/assassin-a5e.html
Awakened Shrub,0.0,Plant,-1,9,7,A5e Monstrous Menagerie,438,http://slyflourish.com/5e_monsters/monsters_html/awakened-shrub-a5e.html
Awakened Tree,2.0,Plant,-2,13,51,A5e Monstrous Menagerie,438,http://slyflourish.com/5e_monsters/monsters_html/awakened-tree-a5e.html
Axe Beak,0.25,Beast,1,11,16,A5e Monstrous Menagerie,438,http://slyflourish.com/5e_monsters/monsters_html/axe-beak-a5e.html
Azer,2.0,Elemental,1,16,39,A5e Monstrous Menagerie,28,http://slyflourish.com/5e_monsters/monsters_html/azer-a5e.html
Azer Forgemaster,4.0,Elemental,2,16,78,A5e Monstrous Menagerie,28,http://slyflourish.com/5e_monsters/monsters_html/azer-forgemaster-a5e.html
Baboon,0.0,Beast,2,12,3,A5e Monstrous Menagerie,438,http://slyflourish.com/5e_monsters/monsters_html/baboon-a5e.html
Badger,0.0,Beast,0,10,3,A5e Monstrous Menagerie,439,http://slyflourish.com/5e_monsters/monsters_html/badger-a5e.html
Balor,19.0,Fiend,4,19,299,A5e Monstrous Menagerie,66,http://slyflourish.com/5e_monsters/monsters_html/balor-a5e.html
Balor General,24.0,Fiend,4,19,379,A5e Monstrous Menagerie,66,http://slyflourish.com/5e_monsters/monsters_html/balor-general-a5e.html
Bandit,0.125,Humanoid,0,12,9,A5e Monstrous Menagerie,470,http://slyflourish.com/5e_monsters/monsters_html/bandit-a5e.html
Bandit Captain,3.0,Humanoid,3,15,65,A5e Monstrous Menagerie,470,http://slyflourish.com/5e_monsters/monsters_html/bandit-captain-a5e.html
Banshee,4.0,Undead,3,13,58,A5e Monstrous Menagerie,30,http://slyflourish.com/5e_monsters/monsters_html/banshee-a5e.html
Barbed Devil,5.0,Fiend,3,15,102,A5e Monstrous Menagerie,78,http://slyflourish.com/5e_monsters/monsters_html/barbed-devil-a5e.html
Basilisk,3.0,Monstrosity,-1,15,52,A5e Monstrous Menagerie,32,http://slyflourish.com/5e_monsters/monsters_html/basilisk-a5e.html
Bat,0.0,Beast,0,12,1,A5e Monstrous Menagerie,439,http://slyflourish.com/5e_monsters/monsters_html/bat-a5e.html
Bearded Devil,3.0,Fiend,2,13,52,A5e Monstrous Menagerie,79,http://slyflourish.com/5e_monsters/monsters_html/bearded-devil-a5e.html
Behir,11.0,Monstrosity,2,16,168,A5e Monstrous Menagerie,33,http://slyflourish.com/5e_monsters/monsters_html/behir-a5e.html
